suburb,postcode,Category,Subcategory,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
SEACOMBE HEIGHTS,5047,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,1,,1,,,,,,1,,,,,,,,
SEACOMBE HEIGHTS,5047,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,,,1,,,,1,,,,,,,,,
SEACOMBE HEIGHTS,5047,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,,,2,,2,,,1,,,1,,,,1,3,1,2,,1,
SEACOMBE HEIGHTS,5047,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1,1,3,1,3,6,4,,2,3,,3,4,1,,,2,1,1,1,2,3
SEACOMBE HEIGHTS,5047,THEFT AND RELATED OFFENCES,Other theft,2,2,1,6,1,3,1,,1,4,1,3,,2,2,,,,2,2,3,
SEACOMBE HEIGHTS,5047,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,1,1,1,,,,,,,1,,,,,,
SEACOMBE HEIGHTS,5047,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3,,,4,2,9,6,1,3,1,2,1,4,3,3,8,1,1,3,,,1
SEACOMBE HEIGHTS,5047,THEFT AND RELATED OFFENCES,Theft from shop,,,,1,,,,,,,,,,,,,,,,,,
SEACOMBE HEIGHTS,5047,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,,4,,2,,,,1,,1,,,,,,1,1,,,1
SEAFORD,5169,ACTS INTENDED TO CAUSE INJURY,Assault Police,1,1,,,,,1,,1,,,,,1,,,1,,1,,1,1
SEAFORD,5169,ACTS INTENDED TO CAUSE INJURY,Common Assault,7,6,12,2,11,10,4,4,13,8,4,4,9,12,9,3,7,6,3,10,8,6
SEAFORD,5169,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,1,1,,,1,1,1,,,1,,2,,3,,1,,,
SEAFORD,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,9,11,6,3,5,5,12,9,5,6,8,10,3,11,12,5,7,8,9,14,7,4
SEAFORD,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,2,,,1,1,,,2,1,,1,,3,,1,,,1,2,,
SEAFORD,5169,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,2,,1,2,3,2,3,1,1,5,2,1,3,,1,,,,3,2,,2
SEAFORD,5169,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,3,,,,5,,,,,1,2,2,5,,,,
SEAFORD,5169,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2,1,4,1,1,2,,2,1,1,2,3,1,2,3,,1,,2,1,1,3
SEAFORD,5169,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,1,1,1,,1,1,,,2,,1,,,1,2,1,4,2,,4
SEAFORD,5169,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,1,2,,,,2,2,2,3,2,,,1,3,1,,1,3,1,1,
SEAFORD,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,15,20,7,5,7,19,10,4,8,7,6,13,11,4,9,8,14,6,11,13,19,12
SEAFORD,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,20,19,20,17,21,17,17,20,14,16,23,19,18,27,17,16,23,14,21,9,16,13
SEAFORD,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,,3,2,,3,4,2,2,3,1,1,1,4,1,,1,3,5,3,1,2
SEAFORD,5169,ROBBERY AND RELATED OFFENCES,Aggravated robbery,2,,,2,2,,,,4,1,,,,,,2,,,,,,
SEAFORD,5169,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,1,,,,,,,,,,
SEAFORD,5169,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,1,,2,1,,,,,,1,1,,1,,,,,,,
SEAFORD,5169,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1,6,4,3,2,4,6,5,5,3,4,11,6,4,3,4,4,1,4,3,1,1
SEAFORD,5169,SERIOUS CRIMINAL TRESPASS,SCT - Residence,8,8,1,9,7,9,14,2,10,,8,,3,2,4,5,2,4,6,4,8,4
SEAFORD,5169,THEFT AND RELATED OFFENCES,Other theft,17,21,17,14,14,18,20,17,18,13,33,11,13,21,22,21,22,36,25,21,21,27
SEAFORD,5169,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,2,2,1,1,1,,,1,1,,,1,3,1,1,,,,1,,2,
SEAFORD,5169,THEFT AND RELATED OFFENCES,Theft from motor vehicle,5,5,6,7,5,9,6,4,8,7,9,8,7,4,3,9,5,3,11,2,7,1
SEAFORD,5169,THEFT AND RELATED OFFENCES,Theft from shop,10,8,5,16,9,13,7,24,18,14,21,15,29,18,20,14,14,9,14,10,16,14
SEAFORD,5169,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,4,4,4,1,1,1,4,7,3,4,2,1,,,3,,4,3,2,5,,2
SEAFORD HEIGHTS,5169,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,,,,,,1,,,
SEAFORD HEIGHTS,5169,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,,,,,,1,1,,
SEAFORD HEIGHTS,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,,,,,1,
SEAFORD HEIGHTS,5169,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,,,,,,,,,1,,,,
SEAFORD HEIGHTS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,,,,,,,,,,,,,1,,,,,,
SEAFORD HEIGHTS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,2,,,,,,1,,,,,2,,1,1,,1,
SEAFORD HEIGHTS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1,,1,,,2,,,,,,,,,,,,,,,
SEAFORD HEIGHTS,5169,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1,,,,,,,1,,,,,,1,1,,2,2,,1,
SEAFORD HEIGHTS,5169,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,,,,,2,
SEAFORD HEIGHTS,5169,THEFT AND RELATED OFFENCES,Other theft,,,,,2,,,,,,,,,,,1,3,2,,5,4,1
SEAFORD HEIGHTS,5169,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,,,1,,,,
SEAFORD HEIGHTS,5169,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,,,,,,,,,,,,,,,1
SEAFORD MEADOWS,5169,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,2,,,,,1,,1,,1,1,,,,,,,,1,
SEAFORD MEADOWS,5169,ACTS INTENDED TO CAUSE INJURY,Common Assault,4,2,4,2,1,2,1,3,4,,1,1,2,5,7,1,1,4,2,3,3,7
SEAFORD MEADOWS,5169,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,1,,,,,,,1,,,,,,
SEAFORD MEADOWS,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2,5,2,3,2,2,6,5,2,9,3,11,9,4,7,5,6,5,2,4,6,4
SEAFORD MEADOWS,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,,,,,,,,,,,,,1,,,3,,,,,
SEAFORD MEADOWS,5169,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,1,,,1,,,,,,,2,3,1,,1,1,,1,,
SEAFORD MEADOWS,5169,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,1,,,,,,2,,,,,,1
SEAFORD MEADOWS,5169,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",3,,,,,3,2,2,,3,,1,1,,1,3,1,1,3,,1,1
SEAFORD MEADOWS,5169,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,1,,,,,,,,,1,,,,,,1,1,,
SEAFORD MEADOWS,5169,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,,1,,,,,1,1,1,,,,2,,,1,,1,,1,1
SEAFORD MEADOWS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2,2,,1,1,2,2,1,2,4,2,6,,3,13,3,4,1,4,4,1,11
SEAFORD MEADOWS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,7,11,9,3,7,15,8,2,9,17,9,18,18,15,12,11,11,9,19,13,9,14
SEAFORD MEADOWS,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,1,1,1,,,2,1,2,1,1,1,1,2,1,1,1,,1,1,,1
SEAFORD MEADOWS,5169,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,1,,,,,,,1,,,,1,,,,,,,,
SEAFORD MEADOWS,5169,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,1,1,,,,,,,,,,,,,,,,,,
SEAFORD MEADOWS,5169,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,3,1,1,1,4,3,,3,2,5,2,6,11,,,,,2,1,,2
SEAFORD MEADOWS,5169,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,4,10,2,2,4,6,2,7,4,7,9,13,8,3,6,6,5,2,3,2,1
SEAFORD MEADOWS,5169,THEFT AND RELATED OFFENCES,Other theft,9,7,8,8,7,6,10,8,18,13,15,12,13,26,22,9,11,9,10,14,15,6
SEAFORD MEADOWS,5169,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1,,,2,3,,,1,,,,,,2,3,1,,,,,1,
SEAFORD MEADOWS,5169,THEFT AND RELATED OFFENCES,Theft from motor vehicle,4,5,2,3,2,3,5,5,4,2,5,20,8,2,17,8,5,5,10,5,5,4
SEAFORD MEADOWS,5169,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,,1,,,,,3,3,2,2,6,4,1,,,3
SEAFORD MEADOWS,5169,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,5,,,1,2,,,,5,2,2,1,5,1,1,,2,3,1,1,
SEAFORD RISE,5169,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,,,,2,1,
SEAFORD RISE,5169,ACTS INTENDED TO CAUSE INJURY,Common Assault,1,8,5,5,2,9,1,,3,4,3,3,1,7,3,1,,4,5,2,4,5
SEAFORD RISE,5169,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,1,1,,1,,,,1,,,,,,,
SEAFORD RISE,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,7,6,10,2,4,7,1,4,4,2,3,6,5,12,3,5,7,1,4,4,3,10
SEAFORD RISE,5169,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,2,,,1,,2,2,,,,,,,,,,,1,,,
SEAFORD RISE,5169,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,1,2,,,,,1,1,,,1,,1,3,1,1,2
SEAFORD RISE,5169,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,1,,1,,1,,,,,,,,,,,
SEAFORD RISE,5169,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",2,2,,1,1,,,,1,2,2,1,2,2,1,,3,3,3,2,1,
SEAFORD RISE,5169,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1,,,,,,1,,,,1,,,,,,,,2,,,2
SEAFORD RISE,5169,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,1,,1,2,,2,,1,,2,,,,,,,,,1,
SEAFORD RISE,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,2,4,5,3,2,9,3,2,3,1,3,1,2,2,2,,3,,4,1,2,3
SEAFORD RISE,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,16,24,8,16,15,22,14,14,7,16,18,8,13,13,8,14,16,13,13,13,5,15
SEAFORD RISE,5169,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,1,,,3,,,,,,2,,,1,,1,1,3,,,1,1
SEAFORD RISE,5169,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1,,,,,,,,,,,,,2,,,,,,,,1
SEAFORD RISE,5169,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2,2,2,1,3,1,,1,,2,,,,3,1,,,1,,,4,3
SEAFORD RISE,5169,SERIOUS CRIMINAL TRESPASS,SCT - Residence,8,5,6,9,8,5,5,4,4,6,5,2,3,5,1,2,2,3,3,6,6,4
SEAFORD RISE,5169,THEFT AND RELATED OFFENCES,Other theft,7,12,9,11,8,10,9,5,3,7,7,4,3,8,9,9,1,7,5,2,6,5
SEAFORD RISE,5169,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,2,1,,1,,,,1,2,,,,,2,2,1,,1,,,
SEAFORD RISE,5169,THEFT AND RELATED OFFENCES,Theft from motor vehicle,8,5,3,5,5,3,2,10,6,3,6,5,3,3,,5,2,3,12,9,7,
SEAFORD RISE,5169,THEFT AND RELATED OFFENCES,Theft from shop,,2,,,,,,,2,,,1,,,,,,,2,,,1
SEAFORD RISE,5169,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,7,1,3,2,1,1,3,5,1,2,3,1,1,,,1,2,1,2,3,1
SEAL BAY,5223,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,,,1,,,
SEAL BAY,5223,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,1,,,,,,,,,,,,
SEATON,5023,ACTS INTENDED TO CAUSE INJURY,Assault Police,,2,,1,2,2,1,1,,2,1,2,1,6,,,1,1,1,2,,
SEATON,5023,ACTS INTENDED TO CAUSE INJURY,Common Assault,9,8,11,6,10,12,9,7,14,16,18,11,7,12,15,6,12,10,7,12,11,15
SEATON,5023,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,1,,1,1,1,,,,,,,1,,2,1,1,,1,1,,1
SEATON,5023,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,16,6,12,16,14,13,15,17,19,22,14,22,22,21,23,18,21,20,20,16,12,14
SEATON,5023,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,2,1,3,4,1,,,1,2,2,,2,3,1,1,2,4,3,2,1,
SEATON,5023,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,5,2,1,,2,2,4,2,8,3,3,6,2,2,4,2,2,4,1,1,6,2
SEATON,5023,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,1,,,,3,1,1,,,,,,,,,
SEATON,5023,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,1,,,,,,,,,,,,,,
SEATON,5023,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",3,3,2,2,2,1,2,7,4,1,4,4,5,2,3,4,4,3,,2,1,2
SEATON,5023,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,1,3,,,1,,,,1,,,1,2,,1,3,,2,1,1,2
SEATON,5023,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3,3,1,2,3,5,4,,2,5,5,5,4,1,2,2,1,4,2,1,1,1
SEATON,5023,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,3,3,22,14,17,9,9,6,9,5,4,2,4,3,2,2,4,1,4,3,1,3
SEATON,5023,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,25,31,40,56,45,57,38,31,38,33,35,31,27,45,28,30,23,35,38,28,23,47
SEATON,5023,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,3,5,3,5,4,5,3,2,1,3,3,2,2,2,1,2,1,1,2,2,5,2
SEATON,5023,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1,1,,3,2,1,1,,3,1,,1,,1,1,,1,3,,,,
SEATON,5023,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1,,,,,,,,,,,1,1,,,,2,,,,,
SEATON,5023,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,2,1,,,,,,,1,,,,1,,,,1,,,,
SEATON,5023,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,9,11,10,11,6,7,3,3,6,2,9,7,6,5,2,6,4,8,2,,5
SEATON,5023,SERIOUS CRIMINAL TRESPASS,SCT - Residence,27,27,27,46,37,24,28,27,28,22,22,15,22,32,20,18,24,19,20,17,18,24
SEATON,5023,THEFT AND RELATED OFFENCES,Other theft,18,23,41,36,28,27,37,38,29,32,29,21,34,34,30,29,39,39,36,23,19,26
SEATON,5023,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,1,2,5,1,2,1,3,2,10,,2,2,4,9,6,3,1,3,3,2,4,5
SEATON,5023,THEFT AND RELATED OFFENCES,Theft from motor vehicle,11,10,26,52,33,14,3,18,26,15,16,14,24,29,9,25,21,11,14,13,20,9
SEATON,5023,THEFT AND RELATED OFFENCES,Theft from shop,6,2,,7,6,6,9,11,8,9,7,14,6,15,6,2,9,5,5,8,9,6
SEATON,5023,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,14,7,11,8,14,9,7,5,7,11,13,7,2,4,8,6,12,12,7,3,3,3
SEAVIEW DOWNS,5049,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,1,,,1,,1,,,,,,1,1,,,
SEAVIEW DOWNS,5049,ACTS INTENDED TO CAUSE INJURY,Common Assault,1,,3,2,3,1,2,,1,1,1,,,2,1,1,1,,,1,,1
SEAVIEW DOWNS,5049,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,1,,,,,,,,,,,,,,,
SEAVIEW DOWNS,5049,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1,2,6,,2,,1,1,1,,,,7,1,3,2,,2,2,2,,2
SEAVIEW DOWNS,5049,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,2,,2,,,1,,,,,,,,,,,,,,,
SEAVIEW DOWNS,5049,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,1,1,1,2,1,,,3,1,,1,1,1,1,,,1,1,3
SEAVIEW DOWNS,5049,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,1,,,2,,1,,,,,,
SEAVIEW DOWNS,5049,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,1,,,1,,,2,2,,,,,2,1,2,,,1,1,,
SEAVIEW DOWNS,5049,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,1,,2,2,,,,,1,1,,,1,2
SEAVIEW DOWNS,5049,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,7,,2,1,,4,1,3,,,1,,,1,,,,,,,,1
SEAVIEW DOWNS,5049,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,7,2,5,1,3,4,4,4,8,9,7,5,3,4,5,7,3,6,3,3,1
SEAVIEW DOWNS,5049,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1,,1,,,,1,,,1,,1,1,,,2,,1,,,
SEAVIEW DOWNS,5049,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,1,,,,,,,,,,,,,,,
SEAVIEW DOWNS,5049,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,,,,,1,,,,,,
SEAVIEW DOWNS,5049,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,3,3,,4,5,1,,1,2,5,4,1,,1,,,1,,2,,1
SEAVIEW DOWNS,5049,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2,1,7,,4,7,4,1,2,,2,6,1,2,1,5,3,,,1,4,1
SEAVIEW DOWNS,5049,THEFT AND RELATED OFFENCES,Other theft,4,9,8,8,11,4,16,19,11,10,15,9,8,9,8,19,8,13,16,10,9,9
SEAVIEW DOWNS,5049,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,2,,,3,,,,,,,,1,1,,
SEAVIEW DOWNS,5049,THEFT AND RELATED OFFENCES,Theft from motor vehicle,2,3,1,8,1,4,5,2,3,8,7,3,7,4,5,10,4,1,1,2,1,1
SEAVIEW DOWNS,5049,THEFT AND RELATED OFFENCES,Theft from shop,1,1,,,,,,,1,2,2,,1,1,1,,2,5,2,5,2,5
SEAVIEW DOWNS,5049,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,2,1,2,3,,,,1,,,2,2,1,,1,,,1,1,,
SEBASTOPOL,5280,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,1,,,,,,,,,,,,,,,,,,,
SEBASTOPOL,5280,THEFT AND RELATED OFFENCES,Other theft,,,,,,1,,,,,,,,,,1,,,,,,
SEBASTOPOL,5280,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1,,,,,,,,,,,,,,,,,,,,,
SECOND VALLEY,5204,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,,,,,,1,,,
SECOND VALLEY,5204,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,1,,,,,,1,,,,,,
SECOND VALLEY,5204,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,1,,,,,,,,,,,,,,,,,1,
SECOND VALLEY,5204,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,1,,,,,,,,,,,,,,,,,,,,
SECOND VALLEY,5204,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,,,,,,,1,,,,,,
SECOND VALLEY,5204,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,,,,,,,,1,,,,,,
SECOND VALLEY,5204,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,1,,,1,,1,,,2,1,,,,,,
SECOND VALLEY,5204,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,,,,1,,,,,,
SECOND VALLEY,5204,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,1,,,,,,,,,,,,,,,,,,,,
SECOND VALLEY,5204,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,2,1,,,,,,1,,1,,1,1,,1,,,,,,
SECOND VALLEY,5204,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,2,,,,,,,3,1,,,,,,1,,,,1,,
SECOND VALLEY,5204,THEFT AND RELATED OFFENCES,Other theft,,1,3,,,,,1,,3,,1,,,2,1,,,,,1,
SECOND VALLEY,5204,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,1,1,,,,,1,,,,,
SECOND VALLEY,5204,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,,,,,,,,,,,,1,,,,,,,,
SEDAN,5353,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,,,,,,,1,,
SEDAN,5353,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,,,,1,,,,,
SEDAN,5353,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,3,1,1,,,,,,,,,,,,,,,
SEDAN,5353,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,1,,,,,,,,,,,,,,,,,,,,
SEDAN,5353,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,1,,,,1,,,,,,,,,,,,,,,,
SEDAN,5353,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,1,1,,,1,,,,,,,,,,,1,,,,,
SEDAN,5353,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,1,,,,,,,,,,,1,,,1,,,,,
SEDAN,5353,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,1,,,,,,,,,1,,,1,2,1,,,,,
SEDAN,5353,THEFT AND RELATED OFFENCES,Other theft,1,,,,1,1,1,,,,,,,,,1,,1,,,1,
SEDAN,5353,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,,,2,1,,,,,
SEDAN,5353,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,1,,,,,1,,,,,,1,,,1,,,,,
SEDDON,5223,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,1,,,,,,,,,,,,,,,,
SEDDON,5223,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,1,,,,,1,,,,,
SEDDON,5223,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,1,,,,,
SEDDON,5223,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,2,,,,1,,,,,,
SEFTON PARK,5083,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,2,,,,,,1,,,,,,,,,,1,,
SEFTON PARK,5083,ACTS INTENDED TO CAUSE INJURY,Common Assault,1,1,3,3,1,4,3,1,4,,2,1,,2,,5,,,1,1,3,2
SEFTON PARK,5083,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,1,3,1,4,,1,1,1,1,1,1,1,,1,3,2,3,1,3,1,
SEFTON PARK,5083,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,1,,,,1,,1,,,,,,,,,,,,,,,
SEFTON PARK,5083,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,3,,1,4,,,3,1,,,2,,4,3,2,1,2,,1,3,3,1
SEFTON PARK,5083,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,1,,,,,2,1,,3,1,,1,,,2,,,,,,
SEFTON PARK,5083,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,,,,,1,,,1,,1,,,,,1,2,1,,,,
SEFTON PARK,5083,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,2,,,,,,,,,,,1,,,,,,,,,
SEFTON PARK,5083,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,1,,,,,,,,,1,,,,1
SEFTON PARK,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1,1,2,,1,,,,1,1,,,,1,1,,,,,
SEFTON PARK,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5,4,5,3,6,1,6,2,1,4,5,1,11,4,5,3,,3,3,3,2,3
SEFTON PARK,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,1,,,,,,,1,1,,,,,,,,1,
SEFTON PARK,5083,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,1,,,1,,,,,,,,,,,,,,,,,
SEFTON PARK,5083,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,1,,,,,,,,,,,,,,,,,,,,,
SEFTON PARK,5083,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,4,2,5,,1,1,1,,5,3,3,4,1,,4,1,,1,4,,3
SEFTON PARK,5083,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,2,2,,1,3,4,,1,3,2,,,1,1,,4,4,2,3,1,
